estacion,fecha,ndvi,sensor,z_score
Punta Chino,2016-08,0.4697,Landsat 8,1.6283376813013102
Punta Chino,2016-09,0.4412,Landsat 8,1.3238542862331355
Punta Chino,2016-10,0.39,Landsat 8,0.7768525379001348
Punta Chino,2016-11,0.5836,Landsat 8,2.845202898784295
Punta Chino,2016-12,0.3077,Landsat 8,-0.10241003803357629
Punta Chino,2017-01,0.2283,Landsat 8,-0.9506900930656127
Punta Chino,2017-02,0.1911,Landsat 8,-1.3481210508388088
Punta Chino,2017-03,0.1929,Landsat 8,-1.328890520623977
Punta Chino,2017-04,0.2449,Landsat 8,-0.7733418699732725
Punta Chino,2017-07,0.2446,Landsat 8,-0.7765469583424112
Punta Chino,2017-10,0.3403,Landsat 8,0.24587623141282688
Punta Chino,2017-12,0.1837,Landsat 8,-1.427179897277563
Punta Chino,2018-12,0.214416359425971,Sentinel-2,-1.09901774281602
Punta Chino,2019-01,0.2336626191058969,Sentinel-2,-0.8933978659841761
Punta Chino,2019-02,0.1840491242701062,Sentinel-2,-1.4234499834858916
Punta Chino,2019-03,0.1614782072454234,Sentinel-2,-1.664589262274575
Punta Chino,2019-04,0.1971106838457265,Sentinel-2,-1.283905141223783
Punta Chino,2019-06,0.2283470732085067,Sentinel-2,-0.9501871804220032
Punta Chino,2019-07,0.2205862063193052,Sentinel-2,-1.0331013944253806
Punta Chino,2019-08,0.2051929323694765,Sentinel-2,-1.1975574054239184
Punta Chino,2019-11,0.2628703339563363,Sentinel-2,-0.5813535087966348
Punta Chino,2019-12,0.2666423016762246,Sentinel-2,-0.5410552092373664
Punta Chino,2020-01,0.1897524147664108,Sentinel-2,-1.3625181500341412
Punta Chino,2020-02,0.2246681244516128,Sentinel-2,-0.9894916999932627
Punta Chino,2020-03,0.1717508443926386,Sentinel-2,-1.5548402294715036
Punta Chino,2020-04,0.2280688249554467,Sentinel-2,-0.9531598812207225
Punta Chino,2020-05,0.1889385884208174,Sentinel-2,-1.3712127678833415
Punta Chino,2020-08,0.2022695629189835,Sentinel-2,-1.22878959683882
Punta Chino,2020-09,0.2075931386229549,Sentinel-2,-1.1719144949353935
Punta Chino,2020-10,0.2780692693135915,Sentinel-2,-0.4189737390072041
Punta Chino,2020-11,0.3119109348717402,Sentinel-2,-0.0574219767648593
Punta Chino,2020-12,0.3553886285152419,Sentinel-2,0.40707752394768026
Punta Chino,2021-01,0.2970128412478083,Sentinel-2,-0.2165876654195368
Punta Chino,2021-02,0.2657632851904179,Sentinel-2,-0.550446294287167
Punta Chino,2021-03,0.2316480599880641,Sentinel-2,-0.9149206659758701
Punta Chino,2021-04,0.2165767154787836,Sentinel-2,-1.0759373026224601
Punta Chino,2021-05,0.2235823892290106,Sentinel-2,-1.001091291106351
Punta Chino,2021-06,0.2750962047314555,Sentinel-2,-0.4507368547168779
Punta Chino,2021-07,0.2376867914199252,Sentinel-2,-0.8504051063871696
Punta Chino,2021-08,0.2822430087242724,Sentinel-2,-0.37438306020390727
Punta Chino,2021-09,0.3495481439504614,Sentinel-2,0.3446799601186406
Punta Chino,2021-11,0.3361978535091133,Sentinel-2,0.2020504247246803
Punta Chino,2021-12,0.3447878976170998,Sentinel-2,0.29382325959433314
Punta Chino,2022-01,0.3471831401567822,Sentinel-2,0.31941313961167367
Punta Chino,2022-02,0.3175623871191038,Sentinel-2,0.002956036124366161
Punta Chino,2022-03,0.2939476114620288,Sentinel-2,-0.24933543987000117
Punta Chino,2022-04,0.1993997113767193,Sentinel-2,-1.259450022836372
Punta Chino,2022-05,0.2914602990064342,Sentinel-2,-0.27590896060946773
Punta Chino,2022-06,0.3798799207007832,Sentinel-2,0.668733376377865
Punta Chino,2022-07,0.2778645675120758,Sentinel-2,-0.42116069688446994
Punta Chino,2022-09,0.3948120891715325,Sentinel-2,0.8282631080165911
Punta Chino,2022-10,0.2867958827945317,Sentinel-2,-0.32574184777476967
Punta Chino,2022-12,0.3549398146868635,Sentinel-2,0.4022825640101994
Punta Chino,2023-01,0.3327805613221099,Sentinel-2,0.16554134658297032
Punta Chino,2023-02,0.2482786362018518,Sentinel-2,-0.7372457779929189
Punta Chino,2023-03,0.2693221592141974,Sentinel-2,-0.5124246084843491
Punta Chino,2023-04,0.2660679055904815,Sentinel-2,-0.5471918432830132
Punta Chino,2023-05,0.2951371757514306,Sentinel-2,-0.23662657764231965
Punta Chino,2023-07,0.1792661927952028,Sentinel-2,-1.4745490436212254
Punta Chino,2023-08,0.2644769056643766,Sentinel-2,-0.5641894944778775
Punta Chino,2023-09,0.3712854400258633,Sentinel-2,0.5769131428779551
Punta Chino,2023-11,0.1848767494949952,Sentinel-2,-1.4146079435449
Punta Chino,2023-12,0.3853936000230553,Sentinel-2,0.727639474601114
Punta Chino,2024-01,0.3525686627974457,Sentinel-2,0.3769500595360857
Punta Chino,2024-02,0.3486095658189549,Sentinel-2,0.33465254060924265
Punta Chino,2024-03,0.336892288201904,Sentinel-2,0.20946950658131294
Punta Chino,2024-04,0.3501594288618803,Sentinel-2,0.3512107006513693
Punta Chino,2024-07,0.3368467373291636,Sentinel-2,0.2089828580065652
Punta Chino,2024-08,0.4955797380867378,Sentinel-2,1.9048271730951718
Punta Chino,2024-09,0.1520238011117131,Sentinel-2,-1.765596619395469
Punta Chino,2024-10,0.1430695905157399,Sentinel-2,-1.861260073515376
Punta Chino,2024-11,0.4366058896807256,Sentinel-2,1.2747725210636478
Punta Chino,2024-12,0.3189505215540962,Sentinel-2,0.01778634789901644
Punta Chino,2025-01,0.3384674441085565,Sentinel-2,0.22629788616795327
Punta Chino,2025-02,0.4768703009510285,Sentinel-2,1.7049425085725283
Punta Chino,2025-03,0.3485166743413976,Sentinel-2,0.3336601226282059
Punta Chino,2025-04,0.3465906214164245,Sentinel-2,0.3130828898676164
Punta Chino,2025-06,0.2545724898413115,Sentinel-2,-0.6700045876699411
Punta Chino,2025-07,0.3502833119843786,Sentinel-2,0.3525342218348759
Punta Chino,2025-08,0.3935342879431889,Sentinel-2,0.814611555166474
Punta Chino,2025-09,0.3035839397069355,Sentinel-2,-0.1463844946068248
Punta Chino,2025-11,0.176311229177405,Sentinel-2,-1.5061187753633312
Punta Chino,2025-12,0.3373644118399864,Sentinel-2,0.2145134998520242
Río Sevilla,2013-04,0.3676,Landsat 8,0.9631943537044324
Río Sevilla,2013-05,0.3859,Landsat 8,1.1007093760183777
Río Sevilla,2013-06,0.4374,Landsat 8,1.4877052038417746
Río Sevilla,2013-09,0.4336,Landsat 8,1.4591501718858733
Río Sevilla,2013-10,0.4815,Landsat 8,1.8190938641721008
Río Sevilla,2013-11,0.5389,Landsat 8,2.250425136348082
Río Sevilla,2013-12,0.3582,Landsat 8,0.8925582220240457
Río Sevilla,2014-01,0.3318,Landsat 8,0.694175894751469
Río Sevilla,2014-02,0.3621,Landsat 8,0.9218647021893123
Río Sevilla,2014-03,0.3426,Landsat 8,0.7753323013629778
Río Sevilla,2014-07,0.3734,Landsat 8,1.0067783498476501
Río Sevilla,2014-08,0.3503,Landsat 8,0.8331938134841458
Río Sevilla,2014-09,0.3983,Landsat 8,1.193888953979739
Río Sevilla,2014-10,0.4629,Landsat 8,1.6793244972300585
Río Sevilla,2014-11,0.4923,Landsat 8,1.9002502707836093
Río Sevilla,2014-12,0.3613,Landsat 8,0.915853116514386
Río Sevilla,2015-01,0.3655,Landsat 8,0.9474139413077503
Río Sevilla,2015-02,0.3547,Landsat 8,0.8662575346962419
Río Sevilla,2015-03,0.3385,Landsat 8,0.7445229247789792
Río Sevilla,2015-04,0.3225,Landsat 8,0.624291211280448
Río Sevilla,2015-05,0.3254,Landsat 8,0.6460832093520569
Río Sevilla,2015-06,0.3867,Landsat 8,1.106720961693304
Río Sevilla,2015-08,0.3672,Landsat 8,0.9601885608669695
Río Sevilla,2015-09,0.3541,Landsat 8,0.8617488454400472
Río Sevilla,2015-11,0.3538,Landsat 8,0.8594945008119494
Río Sevilla,2015-12,0.2907,Landsat 8,0.38533068070211746
Río Sevilla,2016-01,0.3113,Landsat 8,0.5401290118314763
Río Sevilla,2016-02,0.3076,Landsat 8,0.5123254280849407
Río Sevilla,2016-03,0.2999,Landsat 8,0.4544639159637727
Río Sevilla,2016-04,0.1931,Landsat 8,-0.3480827716389226
Río Sevilla,2016-05,0.3039,Landsat 8,0.48452184433840556
Río Sevilla,2016-06,0.3569,Landsat 8,0.8827893953022898
Río Sevilla,2016-07,0.4491,Landsat 8,1.5756246443375754
Río Sevilla,2016-08,0.4569,Landsat 8,1.634237604668109
Río Sevilla,2016-09,0.4368,Landsat 8,1.4831965145855799
Río Sevilla,2016-10,0.4284,Landsat 8,1.4200748649988508
Río Sevilla,2016-11,0.4773,Landsat 8,1.7875330393787365
Río Sevilla,2016-12,0.3956,Landsat 8,1.173599852326862
Río Sevilla,2017-01,0.2939,Landsat 8,0.4093770234018235
Río Sevilla,2017-02,0.2954,Landsat 8,0.4206487465423108
Río Sevilla,2017-03,0.2645,Landsat 8,0.18845124984827272
Río Sevilla,2017-04,0.301,Landsat 8,0.46272984626679664
Río Sevilla,2017-07,0.3373,Landsat 8,0.7355055462665891
Río Sevilla,2017-10,0.4462,Landsat 8,1.5538326462659666
Río Sevilla,2017-12,0.3201,Landsat 8,0.6062564542556682
Río Sevilla,2018-12,0.204598690841592,Sentinel-2,-0.261676065209268
Río Sevilla,2019-01,0.2268386887828328,Sentinel-2,-0.09455399891681877
Río Sevilla,2019-02,0.1875120901873297,Sentinel-2,-0.39007301986721044
Río Sevilla,2019-03,0.1827962112927145,Sentinel-2,-0.4255104073766569
Río Sevilla,2019-04,0.1564952462812049,Sentinel-2,-0.6231485380015765
Río Sevilla,2019-06,0.207276848171741,Sentinel-2,-0.2415510999078639
Río Sevilla,2019-07,0.140899721673321,Sentinel-2,-0.740340828408726
Río Sevilla,2019-08,0.034198957006822,Sentinel-2,-1.5421418138747698
Río Sevilla,2019-11,0.2291618819380654,Sentinel-2,-0.07709640555171428
Río Sevilla,2019-12,0.2339919474986999,Sentinel-2,-0.04080096438513116
Río Sevilla,2020-01,0.0345194164137182,Sentinel-2,-1.5397337273999039
Río Sevilla,2020-02,0.1182867420930873,Sentinel-2,-0.9102656585486504
Río Sevilla,2020-03,0.0806121135451582,Sentinel-2,-1.1933709801572874
Río Sevilla,2020-04,0.213153184760328,Sentinel-2,-0.19739347383661843
Río Sevilla,2020-05,0.2148190899536852,Sentinel-2,-0.18487505909140345
Río Sevilla,2020-08,0.236726217364724,Sentinel-2,-0.020254342437663886
Río Sevilla,2020-09,0.0458457616938488,Sentinel-2,-1.4546221086057725
Río Sevilla,2020-10,0.0117778522523241,Sentinel-2,-1.7106248040724787
Río Sevilla,2020-11,0.3126577614362586,Sentinel-2,0.5503318858317012
Río Sevilla,2020-12,0.2819369619969612,Sentinel-2,0.31948098854223617
Río Sevilla,2021-01,0.2275115147982209,Sentinel-2,-0.08949805987203753
Río Sevilla,2021-02,0.1580943183359648,Sentinel-2,-0.6111323396796141
Río Sevilla,2021-03,0.0939412311818295,Sentinel-2,-1.0932095643522575
Río Sevilla,2021-04,0.0076207985023871,Sentinel-2,-1.741862910038755
Río Sevilla,2021-05,0.0820174659741531,Sentinel-2,-1.1828104844943261
Río Sevilla,2021-06,0.0512541099924548,Sentinel-2,-1.413981172159631
Río Sevilla,2021-07,0.1786041701832759,Sentinel-2,-0.45701142522941235
Río Sevilla,2021-08,0.0917982848452942,Sentinel-2,-1.1093126962258222
Río Sevilla,2021-09,0.1352586148132975,Sentinel-2,-0.7827308248967848
Río Sevilla,2021-11,0.1542199789161687,Sentinel-2,-0.6402459938744259
Río Sevilla,2021-12,0.1582366933727219,Sentinel-2,-0.6100624650153189
Río Sevilla,2022-01,0.2460813999145279,Sentinel-2,0.05004500931574125
Río Sevilla,2022-02,0.1857359118061547,Sentinel-2,-0.40342008050769274
Río Sevilla,2022-03,0.1344673889558036,Sentinel-2,-0.7886764774349622
Río Sevilla,2022-04,0.046381549115203,Sentinel-2,-1.4505959436219988
Río Sevilla,2022-05,0.1313390231450033,Sentinel-2,-0.8121845263026336
Río Sevilla,2022-06,0.3284398012313138,Sentinel-2,0.6689257412730443
Río Sevilla,2022-07,0.1511429429396003,Sentinel-2,-0.6633683256218913
Río Sevilla,2022-09,0.2981919374607508,Sentinel-2,0.4416287105977362
Río Sevilla,2022-10,0.0731314850888518,Sentinel-2,-1.249584028741512
Río Sevilla,2022-12,0.1654645383576894,Sentinel-2,-0.5557489533000435
Río Sevilla,2023-01,0.1812949892173326,Sentinel-2,-0.4367913137807185
Río Sevilla,2023-02,0.0871733321639935,Sentinel-2,-1.1440668203334727
Río Sevilla,2023-03,0.1837430459629989,Sentinel-2,-0.4183954352011501
Río Sevilla,2023-04,0.1579513287957429,Sentinel-2,-0.612206832019192
Río Sevilla,2023-05,0.1547380471096133,Sentinel-2,-0.6363529797114925
Río Sevilla,2023-07,-0.0151891477723691,Sentinel-2,-1.913267842877716
Río Sevilla,2023-08,0.1128389792958472,Sentinel-2,-0.9512027745390084
Río Sevilla,2023-09,0.0948401292199997,Sentinel-2,-1.0864548111404029
Río Sevilla,2023-11,0.061176802312593,Sentinel-2,-1.3394172783990725
Río Sevilla,2023-12,0.1075809961389654,Sentinel-2,-0.9907137948201531
Río Sevilla,2024-01,0.1802140587214118,Sentinel-2,-0.44491394663680456
Río Sevilla,2024-02,0.2081927949658471,Sentinel-2,-0.23466823412480986
Río Sevilla,2024-03,0.2296018755711984,Sentinel-2,-0.0737900812742126
Río Sevilla,2024-04,0.2532402965380756,Sentinel-2,0.10384040980374064
Río Sevilla,2024-07,0.1753964484779169,Sentinel-2,-0.4811157925457712
Río Sevilla,2024-08,0.3041475758300081,Sentinel-2,0.4863822484798241
Río Sevilla,2024-09,-0.0102322846007611,Sentinel-2,-1.8760195833339537
Río Sevilla,2024-10,0.0287406457559607,Sentinel-2,-1.58315819603098
Río Sevilla,2024-11,0.1367841094938126,Sentinel-2,-0.7712675224360834
Río Sevilla,2024-12,0.0639077653793629,Sentinel-2,-1.3188955053353884
Río Sevilla,2025-01,0.0814887826884339,Sentinel-2,-1.1867832655780794
Río Sevilla,2025-02,0.5139346321631826,Sentinel-2,2.062823326776727
Río Sevilla,2025-03,0.2531319529312407,Sentinel-2,0.10302626371021724
Río Sevilla,2025-04,0.2249733626436063,Sentinel-2,-0.10857095878886902
Río Sevilla,2025-06,0.1348201043037867,Sentinel-2,-0.7860260042683848
Río Sevilla,2025-07,0.2038763004179865,Sentinel-2,-0.26710445511208175
Río Sevilla,2025-08,0.2807454037057695,Sentinel-2,0.31052704509952606
Río Sevilla,2025-09,0.1352499723190673,Sentinel-2,-0.7827957687649223
Río Sevilla,2025-10,0.0136273587128741,Sentinel-2,-1.6967267208925707
Río Sevilla,2025-11,0.1936046433388412,Sentinel-2,-0.3442906383055165
Río Sevilla,2025-12,0.2152933870233891,Sentinel-2,-0.18131096225403898
VIPIS,2013-04,0.2279,Landsat 8,-0.19147203216498815
VIPIS,2013-05,0.2068,Landsat 8,-0.3030959051809824
VIPIS,2013-06,0.1819,Landsat 8,-0.43482265580175294
VIPIS,2013-09,0.0454,Landsat 8,-1.1569391802891096
VIPIS,2013-10,0.557,Landsat 8,1.5495429730276062
VIPIS,2013-11,0.4015,Landsat 8,0.7269120605163681
VIPIS,2013-12,0.353,Landsat 8,0.4703358595080398
VIPIS,2014-01,0.3284,Landsat 8,0.34019617817185704
VIPIS,2014-02,0.3176,Landsat 8,0.2830616839267034
VIPIS,2014-03,0.221,Landsat 8,-0.22797462571050284
VIPIS,2014-07,0.1984,Landsat 8,-0.3475338451494352
VIPIS,2014-08,0.1587,Landsat 8,-0.5575560138098604
VIPIS,2014-09,0.0754,Landsat 8,-0.99823225183035
VIPIS,2014-10,0.2085,Landsat 8,-0.29410251256831943
VIPIS,2014-11,0.0568,Landsat 8,-1.0966305474747808
VIPIS,2014-12,0.1195,Landsat 8,-0.7649330669959732
VIPIS,2015-01,0.0902,Landsat 8,-0.9199368337906951
VIPIS,2015-02,0.2357,Landsat 8,-0.15020823076571063
VIPIS,2015-03,0.1591,Landsat 8,-0.5554399214304104
VIPIS,2015-04,0.073,Landsat 8,-1.0109288061070507
VIPIS,2015-05,0.1251,Landsat 8,-0.7353077736836714
VIPIS,2015-06,0.1917,Landsat 8,-0.38297839250522475
VIPIS,2015-08,0.0928,Landsat 8,-0.9061822333242694
VIPIS,2015-09,0.0268,Landsat 8,-1.2553374759335407
VIPIS,2015-11,-0.0798,Landsat 8,-1.8192760950570002
VIPIS,2015-12,-0.0729,Landsat 8,-1.7827735015114856
VIPIS,2016-01,0.0105,Landsat 8,-1.3415682403961333
VIPIS,2016-02,0.0101,Landsat 8,-1.3436843327755836
VIPIS,2016-03,0.0445,Landsat 8,-1.1617003881428725
VIPIS,2016-04,-0.2907,Landsat 8,-2.9349858021220814
VIPIS,2016-05,0.0017,Landsat 8,-1.3881222727440363
VIPIS,2016-06,0.0491,Landsat 8,-1.137365325779196
VIPIS,2016-08,0.0567,Landsat 8,-1.0971595705696435
VIPIS,2016-09,-0.1324,Landsat 8,-2.097542242954692
VIPIS,2016-10,-0.0616,Landsat 8,-1.7229938917920191
VIPIS,2016-11,-0.2096,Landsat 8,-2.505948072188567
VIPIS,2016-12,-0.1288,Landsat 8,-2.078497411539641
VIPIS,2017-01,-0.0446,Landsat 8,-1.6330599656653886
VIPIS,2017-02,0.0826,Landsat 8,-0.9601425890002476
VIPIS,2017-03,0.0501,Landsat 8,-1.1320750948305707
VIPIS,2017-04,-0.0682,Landsat 8,-1.7579094160529463
VIPIS,2017-07,0.0299,Landsat 8,-1.2389377599928022
VIPIS,2017-12,-0.0194,Landsat 8,-1.4997461457600305
VIPIS,2018-01,0.1114151185890948,Sentinel-2,-0.8077039568519094
VIPIS,2018-02,0.1853819266199708,Sentinel-2,-0.4164024598359411
VIPIS,2018-12,0.2160069602163099,Sentinel-2,-0.25438895930189764
VIPIS,2019-01,0.264787026563521,Sentinel-2,0.0036688573641150447
VIPIS,2019-02,0.2480072554271771,Sentinel-2,-0.08510000721222126
VIPIS,2019-03,0.1854045785899667,Sentinel-2,-0.41628262568322144
VIPIS,2019-04,0.1416285973186029,Sentinel-2,-0.6478676766114329
VIPIS,2019-05,0.1468218949254532,Sentinel-2,-0.6203939328862516
VIPIS,2019-06,0.1718992535867606,Sentinel-2,-0.4877289139864258
VIPIS,2019-07,0.2055298698138228,Sentinel-2,-0.30981518720068035
VIPIS,2019-08,0.201917487669867,Sentinel-2,-0.32892552301689676
VIPIS,2019-09,0.2207218449760604,Sentinel-2,-0.22944613002666372
VIPIS,2019-11,0.1639044433575304,Sentinel-2,-0.5300233064894857
VIPIS,2019-12,0.2003593227596714,Sentinel-2,-0.3371685752478756
VIPIS,2020-01,0.2911556809137805,Sentinel-2,0.1431651286814618
VIPIS,2020-02,0.318522314176171,Sentinel-2,0.2879409389258391
VIPIS,2020-03,0.2467048073937078,Sentinel-2,-0.09199025810785687
VIPIS,2020-04,0.2215754563588663,Sentinel-2,-0.2249303286712451
VIPIS,2020-05,0.1827184160341741,Sentinel-2,-0.43049304596891397
VIPIS,2020-06,0.2307316093144504,Sentinel-2,-0.17649216493526693
VIPIS,2020-07,0.2669004884415707,Sentinel-2,0.01484955880011351
VIPIS,2020-08,0.2550366777376178,Sentinel-2,-0.047912739754570645
VIPIS,2020-09,0.1414095209868843,Sentinel-2,-0.6490266410016018
VIPIS,2020-10,0.2109857654457257,Sentinel-2,-0.28095223927631785
VIPIS,2020-11,0.2296846140118167,Sentinel-2,-0.18203101188832502
VIPIS,2020-12,0.3016788194869396,Sentinel-2,0.1988349620378608
VIPIS,2021-01,0.3521154893967687,Sentinel-2,0.46565659414043825
VIPIS,2021-02,0.3325641975082341,Sentinel-2,0.3622257447061056
VIPIS,2021-03,0.3046555937418183,Sentinel-2,0.21458278532809114
VIPIS,2021-04,0.2798172121474681,Sentinel-2,0.0831820103038941
VIPIS,2021-05,0.2611096649721308,Sentinel-2,-0.01578523473594349
VIPIS,2021-06,0.2830549136079534,Sentinel-2,0.10031019877256284
VIPIS,2021-07,0.2915362427445167,Sentinel-2,0.145178388656288
VIPIS,2021-08,0.2970430685873969,Sentinel-2,0.17431076915898228
VIPIS,2021-09,0.2669666935804748,Sentinel-2,0.015199799274901999
VIPIS,2021-10,0.2662568413848751,Sentinel-2,0.011444517220790757
VIPIS,2021-11,0.3062483645508041,Sentinel-2,0.22300891075585505
VIPIS,2021-12,0.3294127358862276,Sentinel-2,0.3455537848999617
VIPIS,2022-01,0.3724040504340083,Sentinel-2,0.5729877676427173
VIPIS,2022-02,0.3919909383811876,Sentinel-2,0.6766069284481414
VIPIS,2022-03,0.3980857147872216,Sentinel-2,0.708849703216294
VIPIS,2022-04,0.4024247921717842,Sentinel-2,0.7318044246845872
VIPIS,2022-05,0.4221590328742261,Sentinel-2,0.8362031155962671
VIPIS,2022-06,0.4058595318791627,Sentinel-2,0.7499749909850332
VIPIS,2022-07,0.4011903443826229,Sentinel-2,0.7252739107859041
VIPIS,2022-08,0.4127077127320319,Sentinel-2,0.7862034492746652
VIPIS,2022-09,0.4431178539618231,Sentinel-2,0.9470801195605738
VIPIS,2022-10,0.5464258743079313,Sentinel-2,1.49360340603677
VIPIS,2022-12,0.5003963738943723,Sentinel-2,1.250096718399198
VIPIS,2023-01,0.4866011912967355,Sentinel-2,1.1771170164792424
VIPIS,2023-02,0.4778602383219136,Sentinel-2,1.1308753565313607
VIPIS,2023-03,0.4068754561347831,Sentinel-2,0.7553494649235755
VIPIS,2023-04,0.4226848892730853,Sentinel-2,0.8389850173920445
VIPIS,2023-05,0.3898788485542462,Sentinel-2,0.6654334854793794
VIPIS,2023-06,0.4203714006978848,Sentinel-2,0.8267461285322278
VIPIS,2023-07,0.4392362702451852,Sentinel-2,0.9265456452531357
VIPIS,2023-08,0.4349104121293714,Sentinel-2,0.9036608567694957
VIPIS,2023-09,0.4198354458763312,Sentinel-2,0.8239108037481799
VIPIS,2023-10,0.4301571263458071,Sentinel-2,0.878514877209623
VIPIS,2023-11,0.445296750985373,Sentinel-2,0.958606988028425
VIPIS,2023-12,0.5097274254852853,Sentinel-2,1.2994601363086653
VIPIS,2024-01,0.4980421812951657,Sentinel-2,1.2376424958518504
VIPIS,2024-02,0.4470058823526529,Sentinel-2,0.9676486876828753
VIPIS,2024-03,0.4297380838745638,Sentinel-2,0.8762980457594632
VIPIS,2024-04,0.4330718448458915,Sentinel-2,0.8939344112253003
VIPIS,2024-05,0.4270684977900696,Sentinel-2,0.8621753188352526
VIPIS,2024-07,0.3564324461862279,Sentinel-2,0.48849429255191357
VIPIS,2024-08,0.0393128668911413,Sentinel-2,-1.1891415202499958
VIPIS,2024-09,0.2901666974113521,Sentinel-2,0.13793317754923506
VIPIS,2024-10,0.4185747360171559,Sentinel-2,0.8172413574339337
VIPIS,2024-11,0.3856920436983399,Sentinel-2,0.6432843208548092
VIPIS,2024-12,0.4448191129547399,Sentinel-2,0.9560801725365293
VIPIS,2025-01,0.4858723875487111,Sentinel-2,1.1732614763359694
VIPIS,2025-02,0.4704843675831417,Sentinel-2,1.09185529687605
VIPIS,2025-03,0.4220896757542123,Sentinel-2,0.8358362004134624
VIPIS,2025-04,0.4512222359394208,Sentinel-2,0.9899541719179423
VIPIS,2025-05,0.4868846015282098,Sentinel-2,1.1786163220569446
VIPIS,2025-06,0.5250617615830699,Sentinel-2,1.3805823157097883
VIPIS,2025-07,0.5624344567749915,Sentinel-2,1.5782925044476324
VIPIS,2025-08,0.5485420895459115,Sentinel-2,1.5047986733826855
VIPIS,2025-09,0.5613691343960103,Sentinel-2,1.5726567030280831
VIPIS,2025-10,0.5642816888761362,Sentinel-2,1.588064788878402
VIPIS,2025-11,0.6367990149678413,Sentinel-2,1.9716981916802954
VIPIS,2025-12,0.6636416484104041,Sentinel-2,2.1137019218607462
